mean_voltage_t-9,std_voltage_t-9,mean_current_t-9,max_temperature_t-9,discharge_time_sec_t-9,capacity_Ah_t-9,mean_voltage_t-8,std_voltage_t-8,mean_current_t-8,max_temperature_t-8,discharge_time_sec_t-8,capacity_Ah_t-8,mean_voltage_t-7,std_voltage_t-7,mean_current_t-7,max_temperature_t-7,discharge_time_sec_t-7,capacity_Ah_t-7,mean_voltage_t-6,std_voltage_t-6,mean_current_t-6,max_temperature_t-6,discharge_time_sec_t-6,capacity_Ah_t-6,mean_voltage_t-5,std_voltage_t-5,mean_current_t-5,max_temperature_t-5,discharge_time_sec_t-5,capacity_Ah_t-5,mean_voltage_t-4,std_voltage_t-4,mean_current_t-4,max_temperature_t-4,discharge_time_sec_t-4,capacity_Ah_t-4,mean_voltage_t-3,std_voltage_t-3,mean_current_t-3,max_temperature_t-3,discharge_time_sec_t-3,capacity_Ah_t-3,mean_voltage_t-2,std_voltage_t-2,mean_current_t-2,max_temperature_t-2,discharge_time_sec_t-2,capacity_Ah_t-2,mean_voltage_t-1,std_voltage_t-1,mean_current_t-1,max_temperature_t-1,discharge_time_sec_t-1,capacity_Ah_t-1,mean_voltage_t0,std_voltage_t0,mean_current_t0,max_temperature_t0,discharge_time_sec_t0,capacity_Ah_t0,SOH_target
0.6000108738663051,-0.5834560172531218,0.13563230472698268,-0.9030215980348376,2.280057256143717,1.289866331519217,0.7475039674081163,-0.6493878872751532,0.14579219790286507,-0.859774537578251,2.207309817922494,1.241068557387532,0.8738350687628089,-1.0506392739737422,0.15534002520475826,-1.0409827396591305,2.1231236684818016,1.1883426074655317,0.8724446704961114,-0.7610861421072634,0.07436561132642373,-1.0886844455532783,2.041479003048279,1.18792636061833,0.8464000884743222,-0.5423783461041329,0.06969746063769545,-1.1705163776422634,2.03175630183045,1.1849629093570757,0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.912306634248468
0.7475039674081163,-0.6493878872751532,0.14579219790286507,-0.859774537578251,2.207309817922494,1.241068557387532,0.8738350687628089,-1.0506392739737422,0.15534002520475826,-1.0409827396591305,2.1231236684818016,1.1883426074655317,0.8724446704961114,-0.7610861421072634,0.07436561132642373,-1.0886844455532783,2.041479003048279,1.18792636061833,0.8464000884743222,-0.5423783461041329,0.06969746063769545,-1.1705163776422634,2.03175630183045,1.1849629093570757,0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,0.9123097763432252
0.8738350687628089,-1.0506392739737422,0.15534002520475826,-1.0409827396591305,2.1231236684818016,1.1883426074655317,0.8724446704961114,-0.7610861421072634,0.07436561132642373,-1.0886844455532783,2.041479003048279,1.18792636061833,0.8464000884743222,-0.5423783461041329,0.06969746063769545,-1.1705163776422634,2.03175630183045,1.1849629093570757,0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,0.907100967883696
0.8724446704961114,-0.7610861421072634,0.07436561132642373,-1.0886844455532783,2.041479003048279,1.18792636061833,0.8464000884743222,-0.5423783461041329,0.06969746063769545,-1.1705163776422634,2.03175630183045,1.1849629093570757,0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,0.9068760788774526
0.8464000884743222,-0.5423783461041329,0.06969746063769545,-1.1705163776422634,2.03175630183045,1.1849629093570757,0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,0.9067202457367912
0.8265442171206289,-0.39685006417831403,0.152454862870824,-1.0976430183489154,2.125726148105143,1.1898433339335075,0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,1.2481088886273999,-1.2484893306598195,-0.4256108802506804,-1.5520195576990206,1.3043835789785012,1.031043563420148,0.9012990018153252
0.8204470846464036,-0.21946466128629727,0.15263037145754763,-1.03937455395403,2.119817706085275,1.1873673825982307,1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,1.2481088886273999,-1.2484893306598195,-0.4256108802506804,-1.5520195576990206,1.3043835789785012,1.031043563420148,1.222619753587415,-1.0240520593558275,-0.5180603934147311,-1.5648746739001744,1.219437017522864,1.0286848677052376,0.901053450123075
1.0785244452550398,-1.0617653497474222,-0.0924466194119475,-1.2957083260336784,1.801115611586203,1.1422717349869504,1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,1.2481088886273999,-1.2484893306598195,-0.4256108802506804,-1.5520195576990206,1.3043835789785012,1.031043563420148,1.222619753587415,-1.0240520593558275,-0.5180603934147311,-1.5648746739001744,1.219437017522864,1.0286848677052376,1.200763365273291,-0.7462269444961707,-0.6121483087288724,-1.4627811874463623,1.1384226401231181,1.0309546972324433,0.9012897504131046
1.054943973921166,-0.7764894388579444,-0.17812580120810412,-1.2879925243368042,1.7122287333258497,1.1375508335941726,1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,1.2481088886273999,-1.2484893306598195,-0.4256108802506804,-1.5520195576990206,1.3043835789785012,1.031043563420148,1.222619753587415,-1.0240520593558275,-0.5180603934147311,-1.5648746739001744,1.219437017522864,1.0286848677052376,1.200763365273291,-0.7462269444961707,-0.6121483087288724,-1.4627811874463623,1.1384226401231181,1.0309546972324433,1.1766819146796823,-0.426562903748852,-0.7063015867478042,-1.3281128055689961,1.0609094110916504,1.0333023947708395,0.9015341571417048
1.0208860595782563,-0.5394371723957445,-0.17472042556552228,-1.287390149915469,1.7148962749397747,1.136779570423156,0.9832144808831066,-0.18608975482176598,-0.26181145209817547,-1.2751862965677003,1.629502412298875,1.1368097524405212,1.189288572979256,-0.9751369093974219,-0.34710899580298216,-1.2916178379692176,1.469962278639206,1.0867755047401866,1.1562665653065372,-0.656309103769669,-0.432869667482611,-1.2405223971535395,1.3856460052173456,1.084615288573497,1.1092172612957478,-0.4731071880834881,-0.43222280209338687,-1.2930367444706359,1.3845033540077223,1.0831184022855191,1.2481088886273999,-1.2484893306598195,-0.4256108802506804,-1.5520195576990206,1.3043835789785012,1.031043563420148,1.222619753587415,-1.0240520593558275,-0.5180603934147311,-1.5648746739001744,1.219437017522864,1.0286848677052376,1.200763365273291,-0.7462269444961707,-0.6121483087288724,-1.4627811874463623,1.1384226401231181,1.0309546972324433,1.1766819146796823,-0.426562903748852,-0.7063015867478042,-1.3281128055689961,1.0609094110916504,1.0333023947708395,1.152423488427893,-0.27605356879616133,-0.704639425872244,-1.2708325026391116,1.0603360522996326,1.031906256503099,0.901388812359802
